step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
47,1B:13B,1,B,13,B,5,5,20
48,4B:2B,4,B,2,B,5,5,20
49,7B:19B,7,B,19,B,5,5,20
50,19B:12B,19,B,12,B,5,5,20
51,19B:10A,19,B,10,A,5,4,20
52,0B:8B,0,B,8,B,4,4,20
53,15B:14B,15,B,14,B,4,4,20
54,9A:11A,9,A,11,A,4,4,20
55,11A:12B,11,A,12,B,4,5,20
56,8B:18A,8,B,18,A,5,4,20
57,13B:2B,13,B,2,B,4,4,20
58,15B:9A,15,B,9,A,4,3,20
59,16A:2B,16,A,2,B,3,4,20
60,1B:4B,1,B,4,B,4,4,20
61,7B:4B,7,B,4,B,4,4,20
62,14B:10B,14,B,10,B,4,4,20
63,7B:2A,7,B,2,A,4,3,20
64,0B:9B,0,B,9,B,3,3,20
65,9B:8B,9,B,8,B,3,3,20
66,2B:2B,2,B,2,B,3,3,20
67,3B:14B,3,B,14,B,3,3,20
68,11A:16A,11,A,16,A,3,3,20
69,8B:0B,8,B,0,B,3,3,20
70,1B:17B,1,B,17,B,3,3,20
71,1B:19B,1,B,19,B,3,3,20
72,15B:12A,15,B,12,A,3,2,20
73,0B:13B,0,B,13,B,2,2,20
74,7B:2B,7,B,2,B,2,2,20
75,14B:17B,14,B,17,B,2,2,20
76,18B:7B,18,B,7,B,2,2,20
77,11A:5B,11,A,5,B,2,3,20
78,13B:5A,13,B,5,A,3,2,20
79,2B:9B,2,B,9,B,2,2,20
80,5B:4B,5,B,4,B,2,2,20
81,1B:13B,1,B,13,B,2,2,20
82,5B:9B,5,B,9,B,2,2,20
83,9B:2B,9,B,2,B,2,2,20
84,7B:7B,7,B,7,B,2,2,20
85,14B:15B,14,B,15,B,2,2,20
86,11A:6B,11,A,6,B,2,3,20
87,9B:4B,9,B,4,B,3,3,20
88,6A:12B,6,A,12,B,3,4,20
89,6A:19B,6,A,19,B,4,5,20
90,7B:10B,7,B,10,B,5,5,20
91,8B:13B,8,B,13,B,5,5,20
92,16A:19A,16,A,19,A,5,5,20
93,2B:10B,2,B,10,B,5,5,20
94,12A:6A,12,A,6,A,5,5,20
95,9B:5B,9,B,5,B,5,5,20
96,19A:10B,19,A,10,B,5,6,20
97,6A:15B,6,A,15,B,6,7,20
98,19A:7B,19,A,7,B,7,8,20
99,6A:8B,6,A,8,B,8,9,20
100,16A:12A,16,A,12,A,9,9,20
101,7A:18B,7,A,18,B,9,10,20
102,4B:17B,4,B,17,B,10,10,20
103,3B:17B,3,B,17,B,10,10,20
104,0B:14B,0,B,14,B,10,10,20
105,18A:6A,18,A,6,A,10,10,20
106,8A:9B,8,A,9,B,10,11,20
107,16A:2B,16,A,2,B,11,12,20
108,16A:13B,16,A,13,B,12,13,20
109,13A:4B,13,A,4,B,13,14,20
110,12A:7A,12,A,7,A,14,14,20
111,5B:4A,5,B,4,A,14,13,20
112,14B:12A,14,B,12,A,13,12,20
113,1B:19A,1,B,19,A,12,11,20
114,9A:12B,9,A,12,B,11,12,20
115,10A:13A,10,A,13,A,12,12,20
116,10A:11A,10,A,11,A,12,12,20
117,13A:17B,13,A,17,B,12,13,20
118,11A:2A,11,A,2,A,13,13,20
119,2A:7A,2,A,7,A,13,13,20
120,13A:11A,13,A,11,A,13,13,20
121,3B:19B,3,B,19,B,13,13,20
122,0B:12A,0,B,12,A,13,12,20
123,19B:10A,19,B,10,A,12,11,20
124,19B:13A,19,B,13,A,11,10,20
125,2A:3B,2,A,3,B,10,11,20
126,5B:16A,5,B,16,A,11,10,20
127,15A:17A,15,A,17,A,10,10,20
128,11A:18A,11,A,18,A,10,10,20
129,4B:11A,4,B,11,A,10,9,20
130,7A:18A,7,A,18,A,9,9,20
131,13B:4B,13,B,4,B,9,9,20
132,6A:0B,6,A,0,B,9,10,20
133,9A:9A,9,A,9,A,10,10,20
134,8A:2A,8,A,2,A,10,10,20
135,2A:4B,2,A,4,B,10,11,20
136,6A:10B,6,A,10,B,11,12,20
137,8A:6A,8,A,6,A,12,12,20
138,10A:11B,10,A,11,B,12,13,20
139,9A:14B,9,A,14,B,13,14,20
140,14A:14A,14,A,14,A,14,14,20
141,6A:9A,6,A,9,A,14,14,20
142,0A:3A,0,A,3,A,14,14,20
143,0A:10A,0,A,10,A,14,14,20
144,12B:5B,12,B,5,B,14,14,20
145,18A:7A,18,A,7,A,14,14,20
146,10A:17A,10,A,17,A,14,14,20
147,3A:17A,3,A,17,A,14,14,20
148,8A:14A,8,A,14,A,14,14,20
149,4A:12B,4,A,12,B,14,15,20
150,12A:5B,12,A,5,B,15,16,20
151,12A:13B,12,A,13,B,16,17,20
152,7A:19B,7,A,19,B,17,18,20
153,17A:14A,17,A,14,A,18,18,20
154,11A:12A,11,A,12,A,18,18,20
155,0A:6A,0,A,6,A,18,18,20
156,4A:2A,4,A,2,A,18,18,20
157,11A:17A,11,A,17,A,18,18,20
158,3A:10A,3,A,10,A,18,18,20
159,4A:3A,4,A,3,A,18,18,20
160,5A:15A,5,A,15,A,18,18,20
161,10A:10A,10,A,10,A,18,18,20
162,11A:19A,11,A,19,A,18,18,20
163,7A:3A,7,A,3,A,18,18,20
164,7A:14A,7,A,14,A,18,18,20
165,12A:9A,12,A,9,A,18,18,20
166,18A:18A,18,A,18,A,18,18,20
167,1B:4A,1,B,4,A,18,17,20
168,6A:7A,6,A,7,A,17,17,20
169,6A:5A,6,A,5,A,17,17,20
170,7A:4B,7,A,4,B,17,18,20
171,10A:13A,10,A,13,A,18,18,20
172,11A:18A,11,A,18,A,18,18,20
173,7A:5A,7,A,5,A,18,18,20
174,9A:17A,9,A,17,A,18,18,20
175,13A:5A,13,A,5,A,18,18,20
176,11A:15A,11,A,15,A,18,18,20
177,5A:5A,5,A,5,A,18,18,20
178,6A:14A,6,A,14,A,18,18,20
179,12A:11A,12,A,11,A,18,18,20
180,19A:15A,19,A,15,A,18,18,20
181,2A:12A,2,A,12,A,18,18,20
182,19A:16B,19,A,16,B,18,19,20
183,13A:13A,13,A,13,A,19,19,20
184,13A:13A,13,A,13,A,19,19,20
185,14A:14A,14,A,14,A,19,19,20
186,9A:2A,9,A,2,A,19,19,20
187,11A:7A,11,A,7,A,19,19,20
188,5A:8A,5,A,8,A,19,19,20
189,4A:9A,4,A,9,A,19,19,20
190,3A:14A,3,A,14,A,19,19,20
191,11A:15A,11,A,15,A,19,19,20
192,11A:3A,11,A,3,A,19,19,20
193,11A:8A,11,A,8,A,19,19,20
194,15A:11A,15,A,11,A,19,19,20
195,10A:1B,10,A,1,B,19,20,20
