step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,17B:14B,17,B,14,B,7,7,20
1,11B:12B,11,B,12,B,7,7,20
2,0A:6A,0,A,6,A,7,7,20
3,4A:2A,4,A,2,A,7,7,20
4,11B:17B,11,B,17,B,7,7,20
5,3A:10B,3,A,10,B,7,8,20
6,3A:3A,3,A,3,A,8,8,20
7,5A:15B,5,A,15,B,8,9,20
8,10A:10A,10,A,10,A,9,9,20
9,11B:19B,11,B,19,B,9,9,20
10,7B:3A,7,B,3,A,9,8,20
11,6A:14B,6,A,14,B,8,9,20
12,12B:9B,12,B,9,B,9,9,20
13,18B:18B,18,B,18,B,9,9,20
14,1A:4A,1,A,4,A,9,9,20
15,6A:7B,6,A,7,B,9,10,20
16,6A:5A,6,A,5,A,10,10,20
17,7A:4A,7,A,4,A,10,10,20
18,10A:13B,10,A,13,B,10,11,20
19,11B:18B,11,B,18,B,11,11,20
20,7A:5A,7,A,5,A,11,11,20
21,9B:17B,9,B,17,B,11,11,20
22,13A:5A,13,A,5,A,11,11,20
23,11B:15A,11,B,15,A,11,10,20
24,5A:5A,5,A,5,A,10,10,20
25,6A:14A,6,A,14,A,10,10,20
26,12B:11B,12,B,11,B,10,10,20
27,19B:15B,19,B,15,B,10,10,20
28,2A:12B,2,A,12,B,10,11,20
29,19B:16B,19,B,16,B,11,11,20
30,13A:13A,13,A,13,A,11,11,20
31,13A:13A,13,A,13,A,11,11,20
32,14A:14A,14,A,14,A,11,11,20
33,9B:2A,9,B,2,A,11,10,20
34,11B:7A,11,B,7,A,10,9,20
35,5A:8B,5,A,8,B,9,10,20
36,4A:9B,4,A,9,B,10,11,20
37,3B:14A,3,B,14,A,11,10,20
38,11B:15B,11,B,15,B,10,10,20
39,10A:3B,10,A,3,B,10,11,20
40,11B:8A,11,B,8,A,11,10,20
41,15B:11B,15,B,11,B,10,10,20
42,10A:1A,10,A,1,A,10,10,20
43,15B:14B,15,B,14,B,10,10,20
44,10A:13A,10,A,13,A,10,10,20
45,2B:7B,2,B,7,B,10,10,20
46,5A:1A,5,A,1,A,10,10,20
47,8B:11B,8,B,11,B,10,10,20
48,17B:2B,17,B,2,B,10,10,20
49,8B:3A,8,B,3,A,10,9,20
50,15B:7B,15,B,7,B,9,9,20
51,4A:18B,4,A,18,B,9,10,20
52,13A:19B,13,A,19,B,10,11,20
53,12A:5A,12,A,5,A,11,11,20
54,12A:6A,12,A,6,A,11,11,20
55,16B:1A,16,B,1,A,11,10,20
56,11B:17B,11,B,17,B,10,10,20
57,5A:17B,5,A,17,B,10,11,20
